Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Street Footwear,55.0,545,299750,104913,35%,Outlet,2021,3,1,March,Saturday,35.0001668056714
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,250,137500,48125,35%,Outlet,2021,3,1,March,Saturday,35.0
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,123750,30938,25%,Outlet,2021,3,1,March,Saturday,25.00040404040404
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,125,62500,15625,25%,Outlet,2021,3,1,March,Saturday,25.0
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,65.0,175,113750,28438,25%,Outlet,2021,3,1,March,Saturday,25.00043956043956
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,55.0,275,151250,45375,30%,Outlet,2021,3,1,March,Saturday,30.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Street Footwear,55.0,525,288750,101063,35%,Outlet,2021,4,2,April,Wednesday,35.00017316017316
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,225,123750,43313,35%,Outlet,2021,4,2,April,Wednesday,35.00040404040404
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Street Footwear,45.0,225,101250,25313,25%,Outlet,2021,4,2,April,Wednesday,25.00049382716049
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,150,75000,18750,25%,Outlet,2021,4,2,April,Wednesday,25.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Apparel,60.0,150,90000,22500,25%,Outlet,2021,4,2,April,Wednesday,25.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Apparel,50.0,300,150000,45000,30%,Outlet,2021,4,2,April,Wednesday,30.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,570,370500,129675,35%,Outlet,2021,5,2,May,Thursday,35.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275,165000,57750,35%,Outlet,2021,5,2,May,Thursday,35.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Street Footwear,55.0,300,165000,41250,25%,Outlet,2021,5,2,May,Thursday,25.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,137500,34375,25%,Outlet,2021,5,2,May,Thursday,25.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,65.0,275,178750,44688,25%,Outlet,2021,5,2,May,Thursday,25.00027972027972
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000,84000,30%,Outlet,2021,5,2,May,Thursday,30.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500,147875,35%,Outlet,2021,6,2,June,Tuesday,35.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,400,240000,84000,35%,Outlet,2021,6,2,June,Tuesday,35.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Street Footwear,55.0,325,178750,44688,25%,Outlet,2021,6,2,June,Tuesday,25.00027972027972
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,165000,41250,25%,Outlet,2021,6,2,June,Tuesday,25.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Apparel,65.0,300,195000,48750,25%,Outlet,2021,6,2,June,Tuesday,25.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Apparel,70.0,450,315000,94500,30%,Outlet,2021,6,2,June,Tuesday,30.0
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,675,438750,153563,35%,Outlet,2021,7,3,July,Tuesday,35.00011396011396
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425,255000,89250,35%,Outlet,2021,7,3,July,Tuesday,35.0
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Street Footwear,55.0,350,192500,48125,25%,Outlet,2021,7,3,July,Tuesday,25.0
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,165000,41250,25%,Outlet,2021,7,3,July,Tuesday,25.0
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Apparel,65.0,325,211250,52813,25%,Outlet,2021,7,3,July,Tuesday,25.00023668639053
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Apparel,70.0,500,350000,105000,30%,Outlet,2021,7,3,July,Tuesday,30.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500,147875,35%,Outlet,2021,8,3,August,Saturday,35.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425,255000,89250,35%,Outlet,2021,8,3,August,Saturday,35.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Street Footwear,55.0,350,192500,48125,25%,Outlet,2021,8,3,August,Saturday,25.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,137500,34375,25%,Outlet,2021,8,3,August,Saturday,25.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Apparel,65.0,225,146250,36563,25%,Outlet,2021,8,3,August,Saturday,25.00034188034188
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000,84000,30%,Outlet,2021,8,3,August,Saturday,30.0
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,525,341250,119438,35%,Outlet,2021,9,3,September,Monday,35.00014652014652
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,325,195000,68250,35%,Outlet,2021,9,3,September,Monday,35.0
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Street Footwear,55.0,225,123750,30938,25%,Outlet,2021,9,3,September,Monday,25.00040404040404
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,200,110000,27500,25%,Outlet,2021,9,3,September,Monday,25.0
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Apparel,65.0,200,130000,32500,25%,Outlet,2021,9,3,September,Monday,25.0
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Apparel,70.0,300,210000,63000,30%,Outlet,2021,9,3,September,Monday,30.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Street Footwear,70.0,450,315000,110250,35%,Outlet,2021,10,4,October,Friday,35.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,275,178750,62563,35%,Outlet,2021,10,4,October,Friday,35.00027972027972
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Street Footwear,65.0,175,113750,28438,25%,Outlet,2021,10,4,October,Friday,25.00043956043956
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,150,97500,24375,25%,Outlet,2021,10,4,October,Friday,25.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Apparel,75.0,150,112500,28125,25%,Outlet,2021,10,4,October,Friday,25.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Apparel,80.0,275,220000,66000,30%,Outlet,2021,10,4,October,Friday,30.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Street Footwear,75.0,425,318750,111563,35%,Outlet,2021,11,4,November,Sunday,35.000156862745094
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,300,195000,68250,35%,Outlet,2021,11,4,November,Sunday,35.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Street Footwear,65.0,320,208000,52000,25%,Outlet,2021,11,4,November,Sunday,25.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,300,195000,48750,25%,Outlet,2021,11,4,November,Sunday,25.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Apparel,75.0,275,206250,51563,25%,Outlet,2021,11,4,November,Sunday,25.000242424242426
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Apparel,80.0,375,300000,90000,30%,Outlet,2021,11,4,November,Sunday,30.0
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,75.0,600,450000,157500,35%,Outlet,2021,12,4,December,Monday,35.0
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,400,260000,91000,35%,Outlet,2021,12,4,December,Monday,35.0
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,375,131250,32813,25%,Outlet,2021,1,1,January,Sunday,25.00038095238095
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750,33750,20%,Outlet,2021,1,1,January,Sunday,20.0
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750,42188,25%,Outlet,2021,1,1,January,Sunday,25.0002962962963
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Athletic Footwear,45.0,225,101250,25313,25%,Outlet,2021,1,1,January,Sunday,25.00049382716049
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,50.0,175,87500,13125,15%,Outlet,2021,1,1,January,Sunday,15.0
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Apparel,45.0,425,191250,76500,40%,Outlet,2021,1,1,January,Sunday,40.0
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,475,166250,41563,25%,Outlet,2021,2,1,February,Wednesday,25.0003007518797
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750,33750,20%,Outlet,2021,2,1,February,Wednesday,20.0
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750,42188,25%,Outlet,2021,2,1,February,Wednesday,25.0002962962963
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,225,101250,25313,25%,Outlet,2021,2,1,February,Wednesday,25.00049382716049
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Men's Apparel,50.0,150,75000,11250,15%,Outlet,2021,2,1,February,Wednesday,15.0
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Apparel,45.0,350,157500,63000,40%,Outlet,2021,2,1,February,Wednesday,40.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,45.0,500,225000,56250,25%,Outlet,2021,3,1,March,Tuesday,25.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Athletic Footwear,55.0,350,192500,38500,20%,Outlet,2021,3,1,March,Tuesday,20.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000,56250,25%,Outlet,2021,3,1,March,Tuesday,25.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250,37813,25%,Outlet,2021,3,1,March,Tuesday,25.000330578512397
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Apparel,60.0,125,75000,11250,15%,Outlet,2021,3,1,March,Tuesday,15.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,55.0,325,178750,71500,40%,Outlet,2021,3,1,March,Tuesday,40.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Street Footwear,60.0,500,300000,75000,25%,Outlet,2021,4,2,April,Saturday,25.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,195000,39000,20%,Outlet,2021,4,2,April,Saturday,20.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Street Footwear,65.0,350,227500,56875,25%,Outlet,2021,4,2,April,Saturday,25.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250,125000,31250,25%,Outlet,2021,4,2,April,Saturday,25.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,55.0,150,82500,12375,15%,Outlet,2021,4,2,April,Saturday,15.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,70.0,325,227500,91000,40%,Outlet,2021,4,2,April,Saturday,40.0
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525,288750,72188,25%,Outlet,2021,5,2,May,Tuesday,25.000173160173162
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,375,225000,45000,20%,Outlet,2021,5,2,May,Tuesday,20.0
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000,56250,25%,Outlet,2021,5,2,May,Tuesday,25.0
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250,37813,25%,Outlet,2021,5,2,May,Tuesday,25.000330578512397
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Apparel,60.0,175,105000,15750,15%,Outlet,2021,5,2,May,Tuesday,15.0
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,75.0,475,356250,142500,40%,Outlet,2021,5,2,May,Tuesday,40.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,507500,126875,25%,Outlet,2021,6,2,June,Thursday,25.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,600,450000,90000,20%,Outlet,2021,6,2,June,Thursday,20.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,75.0,600,450000,112500,25%,Outlet,2021,6,2,June,Thursday,25.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,75.0,475,356250,89063,25%,Outlet,2021,6,2,June,Thursday,25.000140350877192
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,85.0,350,297500,44625,15%,Outlet,2021,6,2,June,Thursday,15.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Apparel,100.0,650,650000,260000,40%,Outlet,2021,6,2,June,Thursday,40.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800,640000,160000,25%,Outlet,2021,7,3,July,Friday,25.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,650,552500,110500,20%,Outlet,2021,7,3,July,Friday,20.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Street Footwear,85.0,600,510000,127500,25%,Outlet,2021,7,3,July,Friday,25.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500,400000,100000,25%,Outlet,2021,7,3,July,Friday,25.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,85.0,550,467500,70125,15%,Outlet,2021,7,3,July,Friday,15.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,100.0,550,550000,220000,40%,Outlet,2021,7,3,July,Friday,40.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750,637500,159375,25%,Outlet,2021,8,3,August,Tuesday,25.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725,543750,108750,20%,Outlet,2021,8,3,August,Tuesday,20.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Street Footwear,70.0,600,420000,105000,25%,Outlet,2021,8,3,August,Tuesday,25.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,70.0,525,367500,91875,25%,Outlet,2021,8,3,August,Tuesday,25.0
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70.0,525,367500,55125,15%,Outlet,2021,8,3,August,Tuesday,15.0
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,75.0,350,262500,105000,40%,Outlet,2021,8,3,August,Tuesday,40.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65.0,550,357500,89375,25%,Outlet,2021,9,3,September,Saturday,25.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70.0,550,385000,77000,20%,Outlet,2021,9,3,September,Saturday,20.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,65.0,375,243750,60938,25%,Outlet,2021,9,3,September,Saturday,25.000205128205128
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,325,211250,52813,25%,Outlet,2021,9,3,September,Saturday,25.00023668639053
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Apparel,75.0,350,262500,39375,15%,Outlet,2021,9,3,September,Saturday,15.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,60.0,375,225000,90000,40%,Outlet,2021,9,3,September,Saturday,40.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55.0,475,261250,65313,25%,Outlet,2021,10,4,October,Sunday,25.000191387559806
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,475,308750,61750,20%,Outlet,2021,10,4,October,Sunday,20.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60.0,300,180000,45000,25%,Outlet,2021,10,4,October,Sunday,25.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,151250,37813,25%,Outlet,2021,10,4,October,Sunday,25.000330578512397
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65.0,250,162500,24375,15%,Outlet,2021,10,4,October,Sunday,15.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70.0,300,210000,84000,40%,Outlet,2021,10,4,October,Sunday,40.0
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55.0,525,288750,72188,25%,Outlet,2021,11,4,November,Wednesday,25.000173160173162
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,600,360000,72000,20%,Outlet,2021,11,4,November,Wednesday,20.0
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.0,425,233750,58438,25%,Outlet,2021,11,4,November,Wednesday,25.00021390374332
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,400,260000,65000,25%,Outlet,2021,11,4,November,Wednesday,25.0
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Apparel,85.0,375,318750,47813,15%,Outlet,2021,11,4,November,Wednesday,15.000156862745099
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,90.0,500,450000,180000,40%,Outlet,2021,11,4,November,Wednesday,40.0
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.0,700,525000,131250,25%,Outlet,2021,12,4,December,Thursday,25.0
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,700,595000,119000,20%,Outlet,2021,12,4,December,Thursday,20.0
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,80.0,500,400000,100000,25%,Outlet,2021,12,4,December,Thursday,25.0
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500,400000,100000,25%,Outlet,2021,12,4,December,Thursday,25.0
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,90.0,425,382500,57375,15%,Outlet,2021,12,4,December,Thursday,15.0
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,95.0,525,498750,199500,40%,Outlet,2021,12,4,December,Thursday,40.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425,170000,51000,30%,Outlet,2021,1,1,January,Sunday,30.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425,212500,53125,25%,Outlet,2021,1,1,January,Sunday,25.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425,212500,63750,30%,Outlet,2021,1,1,January,Sunday,30.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275,137500,41250,30%,Outlet,2021,1,1,January,Sunday,30.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,55.0,225,123750,24750,20%,Outlet,2021,1,1,January,Sunday,20.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50.0,475,237500,106875,45%,Outlet,2021,1,1,January,Sunday,45.0
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,525,210000,63000,30%,Outlet,2021,2,1,February,Wednesday,30.0
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425,212500,53125,25%,Outlet,2021,2,1,February,Wednesday,25.0
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425,212500,63750,30%,Outlet,2021,2,1,February,Wednesday,30.0
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275,137500,41250,30%,Outlet,2021,2,1,February,Wednesday,30.0
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,55.0,200,110000,22000,20%,Outlet,2021,2,1,February,Wednesday,20.0
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,50.0,400,200000,90000,45%,Outlet,2021,2,1,February,Wednesday,45.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,50.0,550,275000,82500,30%,Outlet,2021,3,1,March,Tuesday,30.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,400,240000,60000,25%,Outlet,2021,3,1,March,Tuesday,25.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425,276250,82875,30%,Outlet,2021,3,1,March,Tuesday,30.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,195000,58500,30%,Outlet,2021,3,1,March,Tuesday,30.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,65.0,175,113750,22750,20%,Outlet,2021,3,1,March,Tuesday,20.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,60.0,375,225000,101250,45%,Outlet,2021,3,1,March,Tuesday,45.0
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,65.0,550,357500,107250,30%,Outlet,2021,4,2,April,Saturday,30.0
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,350,245000,61250,25%,Outlet,2021,4,2,April,Saturday,25.0
